Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUBusy,MemUnitStalled
0,"image_gamma(unsigned char*, float, int) [clone .kd]",2,0,1,1097285,1097285,524288,512,0,0,20,20,32,64,0x0,0x7f99ba7ac640,8192.0000000000,90.2720759699,8.0292168454
