num_reg,time,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUInsts,SALUInsts,SFetchInsts,GDSInsts,VALUBusy,MemUnitStalled,FetchSize,WriteSize
11776,61.108479,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3213919,3213919,307200,64,47104,0,12,12,32,64,0x0,0x7f8e44a526c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1534223054,9.7849625804,7815782.4375000000,3906250.0000000000
12288,61.035542,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3214165,3214165,307200,64,49152,0,12,12,32,64,0x0,0x7f6a89bec6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1516646345,9.7737277559,7815780.6250000000,3906250.0000000000
12800,61.149616,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3214412,3214412,307200,64,51200,0,12,12,32,64,0x0,0x7f37a1bbc6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1547769442,9.7881154754,7815754.8125000000,3906250.0000000000
13312,61.10672,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3214657,3214657,307200,64,53248,0,12,12,32,64,0x0,0x7f7294bea6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1553191771,9.7969985678,7815874.3750000000,3906250.0000000000
13824,61.174259,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3214912,3214912,307200,64,55296,0,12,12,32,64,0x0,0x7f6b420706c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1554814413,9.7886334026,7815777.5000000000,3906250.0000000000
14336,61.143242,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3215171,3215171,307200,64,57344,0,12,12,32,64,0x0,0x7efc8831c6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1549034986,9.7953662270,7815796.2500000000,3906250.0000000000
14848,61.167835,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3215422,3215422,307200,64,59392,0,12,12,32,64,0x0,0x7f8f9b71e6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1535602373,9.7831146158,7815840.0625000000,3906250.0000000000
15360,61.008961,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3215681,3215681,307200,64,61440,0,12,12,32,64,0x0,0x7fb6d40de6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1545242362,9.7870747877,7815806.9375000000,3906250.0000000000
15872,61.046257,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3215948,3215948,307200,64,63488,0,12,12,32,64,0x0,0x7f69927d86c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1533914981,9.7793362414,7815698.8750000000,3906250.0000000000
16384,61.105598,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3216203,3216203,307200,64,65536,0,12,12,32,64,0x0,0x7fc79c3526c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1545614912,9.7938085596,7815895.8125000000,3906250.0000000000
