Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUInsts,SALUInsts,SFetchInsts,GDSInsts,VALUBusy,MemUnitStalled,FetchSize,WriteSize
0,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3190372,3190372,307200,64,1024,0,12,12,32,64,0x0,0x7ff2dd7fa6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,10.1567250572,81.5987820549,7813774.3750000000,3906250.0000000000
