Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUInsts,SALUInsts,SFetchInsts,GDSInsts,VALUBusy,MemUnitStalled,FetchSize,WriteSize
0,"vector_add(float*, float*, float*, int) [clone .kd]",2,0,1,3212408,3212408,307200,64,34816,0,12,12,32,64,0x0,0x7f54a83fc6c0,4800.0000000000,48842.1250000000,6521.4166666667,5.0000000000,0.0000000000,2.1540002612,9.7875944109,7815850.6250000000,3906250.0000000000
